plot_id,strata,group,geometry,xproj,yproj
ATWE-FUELS-001P,NW_E-under5-Low-many,Atwell,"c(348304.420854298, 4036036.56802574)",348304.4208542976,4036036.5680257366
ATWE-FUELS-002P,SE_W-under5-Low-many,Atwell,"c(349336.640418211, 4037003.12031605)",349336.64041821053,4037003.1203160486
ATWE-FUELS-003P,SE_W-under5-Low-many,Atwell,"c(347516.245032082, 4036460.80508918)",347516.2450320819,4036460.8050891818
ATWE-FUELS-004P,SE_W-under5-Low-many,Atwell,"c(347728.956278044, 4036853.69735987)",347728.9562780437,4036853.6973598734
ATWE-FUELS-005P,SE_W-under5-Moderate-many,Atwell,"c(349524.281410898, 4036597.6920223)",349524.28141089785,4036597.6920223027
ATWE-FUELS-006P,SE_W-under5-Moderate-many,Atwell,"c(350112.273986984, 4036179.72491292)",350112.2739869835,4036179.724912917
BISP-FUELS-007P,NW_E-under5-Moderate-one,Redwood Mountain,"c(329550.870102448, 4057801.02951389)",329550.87010244816,4057801.02951389
CEFL-FUELS-008P,SE_W-under5-Low-one,South Fork,"c(344550.77944179, 4024966.31356531)",344550.7794417898,4024966.3135653078
CEFL-FUELS-009P,SE_W-under5-Unburned-none,South Fork,"c(344563.293033344, 4025365.49150357)",344563.2930333445,4025365.4915035716
DILL-FUELS-010P,NW_E-under5-Low-one,Dennison,"c(347759.791221457, 4018672.65960973)",347759.7912214574,4018672.659609728
DILL-FUELS-011P,NW_E-under5-Low-one,Dennison,"c(347353.199791384, 4018485.5805524)",347353.19979138445,4018485.580552396
DILL-FUELS-012P,NW_E-under5-Moderate-one,Dennison,"c(346546.269322335, 4018311.01065471)",346546.2693223348,4018311.0106547093
DILL-FUELS-013P,NW_E-under5-Unburned-none,Dennison,"c(346364.858015584, 4018916.03919364)",346364.85801558394,4018916.0391936386
DILL-FUELS-014P,SE_W-under5-Low-one,Dennison,"c(347997.484822559, 4019863.9411663)",347997.48482255865,4019863.9411663013
DILL-FUELS-015P,SE_W-under5-Low-one,Dennison,"c(346183.447321533, 4019521.06751228)",346183.4473215325,4019521.0675122817
DILL-FUELS-016P,SE_W-under5-Low-one,Dennison,"c(347603.400271158, 4020076.04394497)",347603.4002711576,4020076.043944975
DILL-FUELS-017P,SE_W-under5-Low-one,Dennison,"c(345945.759699038, 4018329.77537181)",345945.75969903823,4018329.775371811
DILL-FUELS-018P,SE_W-under5-Low-one,Dennison,"c(347153.030595191, 4018491.83597555)",347153.0305951914,4018491.835975554
DILL-FUELS-019P,SE_W-under5-Low-one,Dennison,"c(345977.023481367, 4019327.73224298)",345977.0234813669,4019327.7322429763
DILL-FUELS-020P,SE_W-under5-Low-one,Dennison,"c(346990.382130695, 4019695.63393036)",346990.38213069516,4019695.633930362
DILL-FUELS-021P,SE_W-under5-Low-one,Dennison,"c(345814.373763457, 4020531.5330455)",345814.37376345653,4020531.5330454973
DILL-FUELS-022P,SE_W-under5-Low-one,Dennison,"c(347384.467813791, 4019483.53149869)",347384.46781379066,4019483.5314986873
DILL-FUELS-023P,SE_W-under5-Low-one,Dennison,"c(346214.71615874, 4020519.02008575)",346214.71615874046,4020519.0200857534
DILL-FUELS-024P,SE_W-under5-Moderate-one,Dennison,"c(346408.632952939, 4020313.17337179)",346408.6329529392,4020313.1733717853
DILL-FUELS-025P,SE_W-under5-Moderate-one,Dennison,"c(345614.202331238, 4020537.78941908)",345614.20233123796,4020537.789419084
DILL-FUELS-026P,SE_W-under5-Moderate-one,Dennison,"c(345607.94855415, 4020338.19867921)",345607.9485541502,4020338.1986792074
DILL-FUELS-027P,SE_W-under5-Moderate-one,Dennison,"c(348185.145039995, 4019458.50605038)",348185.1450399945,4019458.5060503758
DILL-FUELS-028P,SE_W-under5-Unburned-none,Dennison,"c(345970.770420677, 4019128.14110522)",345970.7704206769,4019128.1411052197
DILL-FUELS-029P,SE_W-under5-Unburned-none,Dennison,"c(346590.041769416, 4019708.14623938)",346590.04176941555,4019708.146239378
DILL-FUELS-030P,SE_W-under5-Unburned-none,Dennison,"c(346984.128271654, 4019496.04379095)",346984.12827165367,4019496.0437909462
DILL-FUELS-031P,SE_W-under5-Unburned-none,Dennison,"c(347403.230436485, 4020082.30065371)",347403.23043648514,4020082.300653709
DILL-FUELS-032P,SE_W-under5-Unburned-none,Dennison,"c(346615.057929778, 4020506.50684248)",346615.05792977836,4020506.506842483
DILL-FUELS-033P,SE_W-under5-Unburned-none,Dennison,"c(347966.213805717, 4018865.99366944)",347966.213805717,4018865.99366944
DILL-FUELS-034P,SE_W-under5-Unburned-none,Dennison,"c(346602.549546604, 4020107.32677508)",346602.54954660375,4020107.3267750773
DILL-FUELS-035P,SE_W-under5-Unburned-none,Dennison,"c(346583.788108085, 4019508.55579544)",346583.7881080852,4019508.55579544
EAFO-FUELS-036P,NW_E-over5-Low-one,Atwell,"c(350894.172183474, 4035555.91055575)",350894.17218347394,4035555.9105557487
EAFO-FUELS-037P,SE_W-over5-Low-one,Atwell,"c(350887.904834181, 4035356.33175595)",350887.9048341815,4035356.3317559506
EAFO-FUELS-038P,SE_W-under5-Low-many,Atwell,"c(349893.296648496, 4035587.25640396)",349893.2966484964,4035587.256403956
EDCR-FUELS-039P,NW_E-under5-Low-many,Eden,"c(343718.877597959, 4030386.49496123)",343718.87759795855,4030386.4949612254
EDCR-FUELS-040P,NW_E-under5-Moderate-many,Eden,"c(345345.34042991, 4031134.72935681)",345345.34042991046,4031134.729356809
EDCR-FUELS-041P,NW_E-under5-Unburned-none,Eden,"c(345107.596784594, 4029943.47943613)",345107.59678459354,4029943.479436131
EDCR-FUELS-042P,NW_E-under5-Unburned-none,Eden,"c(345326.556145989, 4030535.97321777)",345326.55614598864,4030535.973217769
EDCR-FUELS-043P,NW_E-under5-Unburned-none,Eden,"c(344488.286024812, 4029363.50911405)",344488.2860248125,4029363.50911405
EDCR-FUELS-044P,SE_W-under5-Low-many,Eden,"c(345532.994070043, 4030729.29470616)",345532.9940700426,4030729.2947061574
EDCR-FUELS-045P,SE_W-under5-Low-many,Eden,"c(344919.941609818, 4030348.91482374)",344919.9416098178,4030348.9148237365
GARF-FUELS-046P,NW_E-under5-Low-many,Dennison,"c(345851.900210769, 4021729.07411996)",345851.90021076857,4021729.0741199562
GARF-FUELS-047P,NW_E-under5-Low-many,Dennison,"c(347084.208147905, 4022689.47203534)",347084.2081479047,4022689.4720353386
GARF-FUELS-048P,NW_E-under5-Low-one,Dennison,"c(344500.731211481, 4023369.59729139)",344500.73121148144,4023369.597291388
GARF-FUELS-049P,NW_E-under5-Low-one,Dennison,"c(344844.784257306, 4021560.76923307)",344844.78425730625,4021560.7692330726
GARF-FUELS-050P,NW_E-under5-Low-one,Dennison,"c(343906.464293095, 4023587.96161326)",343906.4642930953,4023587.961613255
GARF-FUELS-051P,NW_E-under5-Low-one,Dennison,"c(344644.611553024, 4021567.0260241)",344644.61155302415,4021567.0260241004
GARF-FUELS-052P,NW_E-under5-Low-one,Dennison,"c(344675.884122692, 4022564.9789272)",344675.8841226916,4022564.978927205
GARF-FUELS-053P,NW_E-under5-Low-one,Dennison,"c(344481.965656751, 4022770.82681028)",344481.96565675095,4022770.8268102766
GARF-FUELS-054P,NW_E-under5-Low-one,Dennison,"c(345101.251918029, 4023350.82275416)",345101.2519180285,4023350.822754158
GARF-FUELS-055P,NW_E-under5-Unburned-none,Dennison,"c(345482.831283011, 4022739.53788493)",345482.8312830109,4022739.5378849283
GARF-FUELS-056P,NW_E-under5-Unburned-none,Dennison,"c(345864.410244122, 4022128.25355128)",345864.4102441218,4022128.2535512787
GARF-FUELS-057P,NW_E-under5-Unburned-none,Dennison,"c(346452.415322474, 4021710.30182202)",346452.4153224743,4021710.3018220183
GARF-FUELS-058P,NW_E-under5-Unburned-none,Dennison,"c(345664.238034552, 4022134.51115111)",345664.23803455196,4022134.5111511075
GARF-FUELS-059P,NW_E-under5-Unburned-none,Dennison,"c(346489.948981076, 4022907.83598384)",346489.9489810758,4022907.835983845
GARF-FUELS-060P,NW_E-under5-Unburned-none,Dennison,"c(345476.575925623, 4022539.94826544)",345476.57592562266,4022539.9482654445
GARF-FUELS-061P,NW_E-under5-Unburned-none,Dennison,"c(343900.209086483, 4023388.37121711)",343900.20908648305,4023388.371217115
GARF-FUELS-062P,SE_W-under5-Low-many,Dennison,"c(346477.437155171, 4022508.65838967)",346477.43715517095,4022508.658389673
GARF-FUELS-063P,SE_W-under5-Low-many,Dennison,"c(346252.243774611, 4021716.55932434)",346252.2437746107,4021716.5593243414
GARF-FUELS-064P,SE_W-under5-Low-many,Dennison,"c(347296.892450878, 4023082.38964325)",347296.89245087793,4023082.389643251
GARF-FUELS-065P,SE_W-under5-Low-many,Dennison,"c(346483.692992334, 4022708.24724408)",346483.69299233425,4022708.247244076
GARF-FUELS-066P,SE_W-under5-Low-many,Dennison,"c(347490.807276953, 4022876.54286557)",347490.8072769528,4022876.542865571
GARF-FUELS-067P,SE_W-under5-Low-one,Dennison,"c(345708.027273983, 4023531.63661355)",345708.02727398346,4023531.6366135483
GARF-FUELS-068P,SE_W-under5-Low-one,Dennison,"c(343912.719653714, 4023787.5518954)",343912.7196537135,4023787.551895398
GARF-FUELS-069P,SE_W-under5-Low-one,Dennison,"c(344725.92820477, 4024161.69760699)",344725.92820476997,4024161.697606986
GARF-FUELS-070P,SE_W-under5-Low-one,Dennison,"c(346815.228581689, 4020500.25011449)",346815.2285816894,4020500.250114489
GARF-FUELS-071P,SE_W-under5-Low-one,Dennison,"c(346708.890112771, 4023500.34257352)",346708.8901127712,4023500.342573522
GARF-FUELS-072P,SE_W-under5-Low-one,Dennison,"c(346915.318998492, 4023693.67154046)",346915.318998492,4023693.671540459
GARF-FUELS-073P,SE_W-under5-Low-one,Dennison,"c(347115.491038939, 4023687.4123089)",347115.491038939,4023687.412308895
GARF-FUELS-074P,SE_W-under5-Low-one,Dennison,"c(345069.975325649, 4022352.8736921)",345069.97532564925,4022352.8736921037
GARF-FUELS-075P,SE_W-under5-Low-one,Dennison,"c(344506.986703293, 4023569.18722319)",344506.9867032927,4023569.1872231937
GARF-FUELS-076P,SE_W-under5-Moderate-many,Dennison,"c(346289.776855605, 4022914.09440195)",346289.7768556052,4022914.0944019496
GARF-FUELS-077P,SE_W-under5-Moderate-one,Dennison,"c(346033.3078709, 4021124.04720174)",346033.3078708999,4021124.0472017387
GARF-FUELS-078P,SE_W-under5-Moderate-one,Dennison,"c(346508.717856695, 4023506.60151729)",346508.71785669547,4023506.6015172857
GARF-FUELS-079P,SE_W-under5-Moderate-one,Dennison,"c(345820.627790799, 4020731.12351531)",345820.62779079936,4020731.1235153093
GARF-FUELS-080P,SE_W-under5-Unburned-none,Dennison,"c(344688.394223638, 4022964.1592828)",344688.39422363805,4022964.159282795
GARF-FUELS-081P,SE_W-under5-Unburned-none,Dennison,"c(347484.550809015, 4022676.95488583)",347484.5508090146,4022676.9548858344
GARF-FUELS-082P,SE_W-under5-Unburned-none,Dennison,"c(345883.176435413, 4022727.02183455)",345883.1764354131,4022727.0218345486
GARF-FUELS-083P,SE_W-under5-Unburned-none,Dennison,"c(346696.377186791, 4023101.16597018)",346696.37718679104,4023101.1659701793
GARF-FUELS-084P,SE_W-under5-Unburned-none,Dennison,"c(344519.498147222, 4023968.36674509)",344519.49814722233,4023968.3667450864
GIFO-FUELS-085P,NW_E-over5-Unburned-none,Giant Forest,"c(343632.188740499, 4046771.10248118)",343632.1887404986,4046771.102481177
GIFO-FUELS-086P,NW_E-under5-Low-many,Giant Forest,"c(342011.888768179, 4046222.56524782)",342011.88876817864,4046222.565247825
GIFO-FUELS-087P,NW_E-under5-Low-one,Giant Forest,"c(342306.168423509, 4049209.98795609)",342306.1684235088,4049209.987956088
GIFO-FUELS-088P,NW_E-under5-Low-one,Giant Forest,"c(340829.584666554, 4046858.95833717)",340829.5846665537,4046858.95833717
GIFO-FUELS-089P,NW_E-under5-Low-one,Giant Forest,"c(341023.500000665, 4046653.10196617)",341023.5000006652,4046653.1019661687
GIFO-FUELS-090P,NW_E-under5-Moderate-one,Giant Forest,"c(340047.649874461, 4047482.80395641)",340047.64987446123,4047482.8039564053
GIFO-FUELS-091P,NW_E-under5-Unburned-none,Giant Forest,"c(341417.601760172, 4046440.97086916)",341417.60176017217,4046440.970869162
GIFO-FUELS-092P,NW_E-under5-Unburned-none,Giant Forest,"c(341486.598995298, 4048636.35702506)",341486.59899529815,4048636.3570250575
GIFO-FUELS-093P,NW_E-under5-Unburned-none,Giant Forest,"c(341699.333325024, 4049029.23997167)",341699.33332502446,4049029.239971674
GIFO-FUELS-094P,SE_W-under5-Low-many,Giant Forest,"c(343463.368978389, 4047775.27363441)",343463.3689783894,4047775.2736344053
GIFO-FUELS-095P,SE_W-under5-Low-many,Giant Forest,"c(343056.724623559, 4047588.24725063)",343056.72462355933,4047588.2472506296
GIFO-FUELS-096P,SE_W-under5-Low-many,Giant Forest,"c(344289.205475061, 4048548.47968869)",344289.2054750615,4048548.47968869
GIFO-FUELS-097P,SE_W-under5-Low-many,Giant Forest,"c(343231.818631738, 4046783.65385011)",343231.81863173755,4046783.6538501102
GIFO-FUELS-098P,SE_W-under5-Low-many,Giant Forest,"c(342474.986372244, 4048205.8144875)",342474.9863722443,4048205.814487501
GIFO-FUELS-099P,SE_W-under5-Low-many,Giant Forest,"c(344063.924518642, 4047756.44405882)",344063.9245186418,4047756.444058818
GIFO-FUELS-100P,SE_W-under5-Low-one,Giant Forest,"c(341036.043569091, 4047052.26435546)",341036.0435690906,4047052.2643554593
GIFO-FUELS-101P,SE_W-under5-Low-one,Giant Forest,"c(342525.178369108, 4049802.4472551)",342525.1783691085,4049802.4472551025
GIFO-FUELS-102P,SE_W-under5-Unburned-none,Giant Forest,"c(343651.007623638, 4047369.8395586)",343651.0076236383,4047369.839558598
GIFO-FUELS-103P,SE_W-under5-Unburned-none,Giant Forest,"c(342925.551882464, 4049789.89156548)",342925.55188246374,4049789.8915654817
GIFO-FUELS-104P,SE_W-under5-Unburned-none,Giant Forest,"c(343119.463649597, 4049584.035344)",343119.46364959667,4049584.0353440037
GIFO-FUELS-105P,SE_W-under5-Unburned-none,Giant Forest,"c(341073.678030153, 4048249.74932246)",341073.67803015315,4048249.74932246
LIRE-FUELS-106P,SE_W-under5-Unburned-none,Redwood Meadow,"c(354723.06785692, 4042627.72960585)",354723.0678569204,4042627.7296058456
LIRE-FUELS-107P,SE_W-under5-Unburned-none,Redwood Meadow,"c(354529.166934295, 4042833.57775846)",354529.1669342952,4042833.5777584612
MUIR-FUELS-108P,NW_E-under5-Low-many,Muir,"c(335706.776158376, 4056009.63527017)",335706.7761583757,4056009.6352701704
MUIR-FUELS-109P,NW_E-under5-Low-one,Muir,"c(336094.610981801, 4055597.90974742)",336094.61098180106,4055597.909747418
MUIR-FUELS-110P,NW_E-under5-Unburned-none,Muir,"c(335681.669325743, 4055211.30772619)",335681.6693257432,4055211.3077261867
MUIR-FUELS-111P,SE_W-under5-Low-many,Muir,"c(335494.027890481, 4055616.75257333)",335494.0278904811,4055616.752573331
MUIR-FUELS-112P,SE_W-under5-Low-one,Muir,"c(335512.858550594, 4056215.49834115)",335512.85855059366,4056215.4983411534
MUIR-FUELS-113P,SE_W-under5-Low-one,Muir,"c(335293.833196958, 4055623.03344481)",335293.8331969582,4055623.0334448093
MUIR-FUELS-114P,SE_W-under5-Moderate-one,Muir,"c(334880.890734457, 4055236.42983688)",334880.89073445695,4055236.4298368753
MUIR-FUELS-115P,SE_W-under5-Unburned-none,Muir,"c(335281.280360557, 4055223.86885277)",335281.28036055726,4055223.8688527695
MUIR-FUELS-116P,SE_W-under5-Unburned-none,Muir,"c(335694.222418999, 4055610.47166662)",335694.22241899883,4055610.471666618
ORLA-FUELS-117P,NW_E-under5-Unburned-none,Oreole,"c(345946.150438785, 4037508.86428642)",345946.1504387853,4037508.864286417
ORLA-FUELS-118P,SE_W-under5-Low-one,Oreole,"c(345351.878351591, 4037727.25391742)",345351.87835159095,4037727.253917421
ORLA-FUELS-119P,SE_W-under5-Low-one,Oreole,"c(344751.338084702, 4037746.06152177)",344751.3380847019,4037746.061521767
ORLA-FUELS-120P,SE_W-under5-Moderate-one,Oreole,"c(343531.456391514, 4037184.92480613)",343531.4563915136,4037184.924806134
ORLA-FUELS-121P,SE_W-under5-Unburned-none,Oreole,"c(344951.518330149, 4037739.79237388)",344951.5183301489,4037739.7923738766
ORLA-FUELS-122P,SE_W-under5-Unburned-none,Oreole,"c(344945.251964208, 4037540.210063)",344945.25196420756,4037540.2100629997
PIRI-FUELS-123P,NW_E-under5-Low-one,Muir,"c(333429.321634374, 4053683.71858105)",333429.3216343743,4053683.71858105
PIRI-FUELS-124P,SE_W-under5-Low-one,Muir,"c(333454.420415692, 4054482.05605478)",333454.4204156925,4054482.0560547803
RECR-FUELS-125P,NW_E-under5-Low-many,Atwell,"c(346515.354828218, 4036492.14922672)",346515.35482821835,4036492.1492267195
RECR-FUELS-126P,SE_W-under5-Low-many,Atwell,"c(346909.445096657, 4036280.03034697)",346909.44509665703,4036280.03034697
RECR-FUELS-127P,SE_W-under5-Low-many,Atwell,"c(347291.00243283, 4035668.74907084)",347291.00243283005,4035668.7490708358
REME-FUELS-128P,NW_E-over5-Low-one,Redwood Meadow,"c(352158.422264488, 4043906.75212669)",352158.4222644884,4043906.7521266905
REME-FUELS-129P,SE_W-under5-Low-many,Redwood Meadow,"c(352565.050841595, 4044093.77408349)",352565.0508415945,4044093.7740834863
